;host_response_time;host_response_rate;host_is_superhost;host_listings_count;host_identity_verified;neighbourhood_cleansed;property_type;room_type;accommodates;bathrooms;bedrooms;beds;amenities;price;security_deposit;cleaning_fee;guests_included;extra_people;minimum_nights;number_of_reviews;review_scores_rating;review_scores_accuracy;review_scores_cleanliness;review_scores_checkin;review_scores_communication;review_scores_location;review_scores_value;instant_bookable;is_business_travel_ready;cancellation_policy;mes;ano
927;;;f;1.0;f;Copacabana;Apartment;Private room;2;1.0;1.0;1.0;"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",Doorman,""Pets live on this property"",Dog(s),Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Shampoo,Hangers,""Hair dryer"",""Laptop friendly workspace""}";$171.00;;;1;$0.00;2;19;96.0;10.0;10.0;10.0;10.0;10.0;9.0;f;f;moderate;9;2019
928;within an hour;100%;f;1.0;t;Copacabana;Apartment;Entire home/apt;12;3.0;3.0;9.0;"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Elevator,""Free street parking"",""Family/kid friendly"",Washer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Front desk/doorperson"",""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed"",""Well-lit path to entrance""}";$171.00;$1,700.00;$370.00;2;$50.00;2;42;94.0;10.0;10.0;10.0;10.0;10.0;9.0;t;f;strict;9;2019
929;;;f;2.0;f;Copacabana;Apartment;Private room;3;1.0;1.0;2.0;"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",""Pets allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",""24-hour check-in"",Hangers,Iron,""Private entrance""}";$151.00;;$150.00;1;$0.00;3;22;86.0;8.0;9.0;9.0;9.0;9.0;8.0;t;f;flexible;9;2019
930;within a day;100%;f;60.0;t;Ipanema;Apartment;Entire home/apt;6;2.0;3.0;3.0;"{TV,""Cable TV"",Wifi,Kitchen,""Paid parking off premises"",Doorman,Elevator,""Free street parking"",""Family/kid friendly"",""Suitable for events"",Washer,""Smoke detector"",""Fire extinguisher"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""High chair"",""Pack ’n Play/travel crib"",""Hot water"",""Luggage dropoff allowed"",""Host greets you""}";$1,349.00;$1,708.00;$171.00;1;$0.00;3;1;100.0;;;;;;;f;f;strict;9;2019
931;within a day;100%;f;60.0;t;Leblon;Apartment;Entire home/apt;4;1.0;2.0;3.0;"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Free street parking"",""Family/kid friendly"",""Suitable for events"",""Smoke detector"",""Fire extinguisher"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Luggage dropoff allowed"",""Host greets you""}";$666.00;$1,708.00;$154.00;1;$0.00;7;1;94.0;10.0;10.0;10.0;8.0;10.0;8.0;f;f;strict;9;2019
932;a few days or more;0%;f;1.0;f;Santa Teresa;Apartment;Entire home/apt;2;;1.0;1.0;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Doorman,Elevator,Washer,Shampoo,""24-hour check-in"",""Hair dryer"",Iron,""Laptop friendly workspace""}";$205.00;;$171.00;1;$0.00;1;2;80.0;10.0;8.0;10.0;10.0;10.0;9.0;f;f;flexible;9;2019
933;within a few hours;100%;t;4.0;f;Joá;Apartment;Entire home/apt;2;1.0;1.0;1.0;"{""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Pets live on this property"",Dog(s)}";$99.00;$316.00;$0.00;1;$0.00;2;0;;;;;;;;f;f;strict;9;2019
934;;;f;1.0;t;Botafogo;Apartment;Private room;2;3.0;1.0;1.0;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,Doorman,Breakfast,""Pets live on this property"",Cat(s),Elevator,""Buzzer/wireless intercom"",Washer,""Smoke detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Room-darkening shades"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Beach essentials"",""Wide hallway clearance"",""Wide doorway"",""Well-lit path to entrance"",""Step-free access"",""Wide doorway"",""Step-free access"",""Accessible-height toilet"",""Step-free access"",""Wide entryway"",""Handheld shower head""}";$150.00;;$80.00;2;$0.00;2;34;99.0;10.0;9.0;10.0;10.0;9.0;10.0;f;f;moderate;9;2019
935;within a day;100%;f;1.0;t;Botafogo;Apartment;Entire home/apt;6;1.0;1.0;4.0;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",""Pets allowed"",Doorman,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,""Fire extinguisher"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Cooking basics"",Oven,Stove,""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed""}";$99.00;$0.00;$100.00;1;$25.00;2;5;92.0;10.0;10.0;10.0;10.0;9.0;10.0;f;f;strict;9;2019
936;within an hour;99%;f;21.0;t;Recreio dos Bandeirantes;Apartment;Entire home/apt;10;2.5;3.0;6.0;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Smoking allowed"",Elevator,""Family/kid friendly"",Washer,Dryer,Essentials,Hangers,""Hair dryer"",Iron,""High chair"",""Stair gates"",""Window guards"",Crib,""Children’s dinnerware"",""Game console"",""Hot water"",""Bed linens"",""Ethernet connection"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Step-free access"",""Wide doorway"",""Flat path to front door"",""Well-lit path to entrance"",""Step-free access"",""Accessible-height bed"",""Step-free access"",""Step-free access"",""Wide entryway"",""Host greets you""}";$250.00;$500.00;$195.00;6;$29.00;3;11;91.0;9.0;9.0;9.0;9.0;9.0;9.0;f;f;strict;9;2019
937;within an hour;100%;t;4.0;t;Copacabana;Apartment;Entire home/apt;2;1.0;0.0;1.0;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Doorman,Elevator,""Buzzer/wireless intercom"",Essentials,Shampoo,Hangers,""Hair dryer"",""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Long term stays allowed"",""Host greets you""}";$157.00;;$145.00;1;$0.00;3;213;98.0;10.0;10.0;10.0;10.0;10.0;10.0;t;f;strict;9;2019
938;within an hour;100%;t;2.0;f;Copacabana;Apartment;Entire home/apt;2;1.0;1.0;2.0;"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Stove,""Long term stays allowed"",""Host greets you""}";$219.00;$345.00;$156.00;2;$0.00;3;140;94.0;10.0;9.0;10.0;10.0;10.0;9.0;t;f;strict;9;2019
939;;;f;1.0;f;Copacabana;Apartment;Entire home/apt;3;1.0;1.0;2.0;"{TV,Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Smoking allowed"",Elevator,""Family/kid friendly""}";$700.00;$3,800.00;;1;$150.00;10;0;;;;;;;;f;f;strict;9;2019
940;;;f;1.0;t;Ipanema;Apartment;Entire home/apt;3;1.5;2.0;2.0;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Doorman,Elevator,""Buzzer/wireless intercom"",Washer,Essentials,Iron,""Laptop friendly workspace""}";$376.00;$3,007.00;$351.00;1;$0.00;5;0;;;;;;;;f;f;strict;9;2019
941;within an hour;100%;t;7.0;t;Ipanema;Apartment;Entire home/apt;6;1.5;2.0;4.0;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""Smoke detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials}";$331.00;$1,000.00;$180.00;4;$25.00;4;33;93.0;9.0;9.0;10.0;10.0;10.0;9.0;f;f;strict;9;2019
942;a few days or more;0%;f;12.0;t;Copacabana;Apartment;Private room;2;1.0;1.0;1.0;"{TV,""Cable TV"",Internet,Wifi,Doorman,Elevator,""Buzzer/wireless intercom"",""Fire extinguisher"",Essentials}";$99.00;$0.00;$60.00;1;$60.00;3;1;100.0;8.0;10.0;10.0;10.0;10.0;10.0;f;f;strict;9;2019
943;;;f;1.0;f;Catete;Apartment;Entire home/apt;2;1.0;1.0;1.0;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",Shampoo,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}";$199.00;$800.00;$100.00;1;$0.00;3;10;96.0;9.0;10.0;10.0;10.0;9.0;9.0;f;f;strict;9;2019
944;within an hour;90%;f;55.0;f;Ipanema;Apartment;Entire home/apt;2;;1.0;;"{""Cable TV"",Wifi,""Air conditioning"",Kitchen}";$205.00;;;1;$0.00;1;8;75.0;8.0;8.0;8.0;9.0;10.0;8.0;f;f;strict;9;2019
945;a few days or more;0%;f;12.0;t;Copacabana;Apartment;Private room;2;1.0;1.0;1.0;"{TV,""Cable TV"",Internet,Wifi,Doorman,Elevator,""Buzzer/wireless intercom"",""Fire extinguisher"",Essentials}";$150.00;;;1;$60.00;3;6;93.0;9.0;9.0;9.0;9.0;9.0;9.0;f;f;strict;9;2019
946;within an hour;100%;t;6.0;t;Ipanema;Apartment;Entire home/apt;2;1.0;1.0;1.0;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Doorman,Washer,Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Host greets you""}";$223.00;$0.00;$103.00;2;$34.00;4;127;98.0;10.0;10.0;10.0;10.0;10.0;10.0;t;f;strict;9;2019
947;within an hour;100%;t;6.0;t;Ipanema;Apartment;Entire home/apt;4;1.0;2.0;2.0;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Doorman,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Host greets you""}";$246.00;;$137.00;1;$0.00;4;134;97.0;10.0;10.0;10.0;10.0;10.0;10.0;t;f;strict;9;2019
948;;;f;1.0;f;Gávea;House;Entire home/apt;8;3.5;1.0;4.0;{};$3,415.00;$6,830.00;;1;$0.00;3;0;;;;;;;;f;f;moderate;9;2019
949;within an hour;100%;t;6.0;t;Ipanema;Apartment;Entire home/apt;2;1.0;1.0;1.0;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",""Pets allowed"",Doorman,""Pets live on this property"",Dog(s),Cat(s),Elevator,""Buzzer/wireless intercom"",Washer,Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Host greets you""}";$188.00;;$102.00;1;$0.00;4;119;97.0;10.0;10.0;10.0;10.0;10.0;10.0;t;f;strict;9;2019
950;within a few hours;100%;t;5.0;t;Ipanema;House;Private room;1;1.5;1.0;1.0;"{""Cable TV"",Internet,Wifi,Kitchen,""Pets live on this property"",Dog(s),Cat(s),""Buzzer/wireless intercom"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,""Lock on bedroom door"",""24-hour check-in"",Hangers,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,""Garden or backyard"",""Host greets you"",""Paid parking on premises""}";$99.00;;$80.00;1;$0.00;2;18;97.0;10.0;10.0;10.0;10.0;10.0;9.0;f;f;strict;9;2019
951;;;f;2.0;f;Botafogo;Apartment;Entire home/apt;6;1.0;1.0;1.0;"{TV,Internet,Wifi,Kitchen,""Smoking allowed"",""Pets allowed"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Iron}";$400.00;;$120.00;1;$0.00;5;0;;;;;;;;f;f;moderate;9;2019
952;;;f;1.0;f;Copacabana;Apartment;Entire home/apt;4;1.0;1.0;1.0;"{""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer}";$301.00;$500.00;$80.00;4;$0.00;3;8;93.0;10.0;9.0;10.0;10.0;10.0;9.0;f;f;strict;9;2019
953;;;f;2.0;f;Copacabana;Apartment;Entire home/apt;4;2.5;2.0;2.0;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",""Pets allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""translation missing: en.hosting_amenity_50""}";$222.00;;$512.00;1;$171.00;5;0;;;;;;;;f;f;flexible;9;2019
954;within an hour;100%;f;22.0;t;Centro;Apartment;Entire home/apt;3;1.0;0.0;2.0;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Pets allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Essentials,Iron,""Self check-in"",Lockbox}";$92.00;$329.00;$80.00;2;$30.00;2;34;98.0;10.0;10.0;10.0;10.0;10.0;10.0;t;f;strict;9;2019
955;within an hour;100%;f;4.0;f;Centro;Apartment;Shared room;2;0.5;1.0;1.0;"{Wifi,Kitchen,Doorman,Breakfast,Elevator,""Buzzer/wireless intercom"",Washer,""Fire extinguisher"",Essentials}";$201.00;;;1;$80.00;2;18;79.0;7.0;7.0;8.0;9.0;8.0;8.0;f;f;strict;9;2019
956;within an hour;100%;t;2.0;t;Vidigal;House;Entire home/apt;11;3.0;5.0;9.0;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Smoking allowed"",""Family/kid friendly"",Washer,Essentials,""Hair dryer"",""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50""}";$249.00;$700.00;$150.00;4;$65.00;2;73;96.0;10.0;10.0;10.0;10.0;9.0;10.0;t;f;strict;9;2019
957;;;f;3.0;f;Copacabana;Apartment;Private room;2;2.0;1.0;5.0;"{""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Smoking allowed"",Doorman,""Pets live on this property"",Cat(s),Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",""Suitable for events"",""Fire extinguisher"",Essentials,""Lock on bedroom door"",Hangers,Iron,""Laptop friendly workspace""}";$301.00;;;1;$70.00;1;6;85.0;9.0;9.0;10.0;9.0;10.0;9.0;f;f;strict;9;2019
958;within a few hours;90%;f;3.0;f;Ipanema;Apartment;Private room;2;1.0;1.0;3.0;"{TV,""Cable TV"",Wifi,Kitchen,""Pets live on this property"",Cat(s),Elevator,Washer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Pocket wifi"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed"",""Cleaning before checkout"",""Wide hallway clearance"",""Step-free access"",""Wide doorway"",""Flat path to front door"",""Well-lit path to entrance"",""Step-free access"",""Accessible-height bed"",""Step-free access"",""Wide doorway"",""Accessible-height toilet"",""Wide clearance to shower, toilet"",""Step-free access"",""Wide entryway"",""Handheld shower head""}";$130.00;$0.00;$50.00;1;$120.00;2;35;83.0;8.0;9.0;10.0;10.0;10.0;9.0;f;f;strict;9;2019
959;within a day;70%;f;1.0;t;Copacabana;Apartment;Entire home/apt;3;1.0;1.0;1.0;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",""Pets allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly""}";$130.00;$306.00;$98.00;1;$0.00;1;195;88.0;9.0;9.0;9.0;9.0;10.0;9.0;f;f;strict;9;2019
960;;;f;2.0;t;Vidigal;Apartment;Entire home/apt;6;1.5;3.0;4.0;"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Elevator,""Hot tub"",""Family/kid friendly"",Washer,Dryer,Essentials,Hangers,""Hot water"",""Bed linens""}";$905.00;$1,708.00;$205.00;4;$171.00;3;0;;;;;;;;f;f;strict;9;2019
961;;;f;2.0;t;Copacabana;Apartment;Entire home/apt;6;2.0;3.0;4.0;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Elevator,Heating,""Family/kid friendly"",Washer,Dryer,Essentials}";$837.00;$1,708.00;$205.00;4;$171.00;3;0;;;;;;;;f;f;flexible;9;2019
962;;;f;2.0;f;Copacabana;Apartment;Entire home/apt;3;1.0;1.0;2.0;"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",""Pets allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",""24-hour check-in"",Hangers,Iron,""Laptop friendly workspace""}";$171.00;;$150.00;1;$0.00;3;4;50.0;4.0;5.0;8.0;7.0;10.0;6.0;t;f;flexible;9;2019
963;within a day;100%;f;2.0;t;Laranjeiras;House;Entire home/apt;4;1.0;1.0;2.0;"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",""Family/kid friendly"",Washer}";$201.00;$854.00;$154.00;2;$102.00;4;1;94.0;10.0;8.0;10.0;10.0;10.0;8.0;f;f;strict;9;2019
964;within a few hours;100%;f;1.0;t;Copacabana;Apartment;Entire home/apt;4;1.0;1.0;2.0;"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,Elevator,""Family/kid friendly"",Essentials,Hangers,Iron,""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Luggage dropoff allowed"",""Long term stays allowed""}";$150.00;$600.00;$120.00;4;$0.00;2;62;95.0;10.0;9.0;10.0;10.0;10.0;9.0;f;f;flexible;9;2019
965;a few days or more;0%;f;4.0;f;Santa Teresa;Apartment;Shared room;3;1.0;1.0;3.0;"{""Cable TV"",Internet,Wifi,""Air conditioning"",""Pets live on this property"",Dog(s),Elevator,""Buzzer/wireless intercom"",Washer}";$109.00;;;1;$130.00;2;4;100.0;10.0;10.0;10.0;10.0;9.0;10.0;f;f;strict;9;2019
966;;;f;1.0;t;Catete;Apartment;Entire home/apt;3;1.0;1.0;1.0;"{TV,""Air conditioning"",Kitchen,""Smoking allowed"",""Pets allowed"",Doorman,Elevator,""Buzzer/wireless intercom""}";$130.00;$1,000.00;$100.00;2;$0.00;7;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict;9;2019
967;within a day;60%;f;1.0;t;Jardim Botânico;Loft;Entire home/apt;6;2.0;2.0;2.0;"{TV,Internet,Wifi,""Air conditioning"",Kitchen,Elevator,""Family/kid friendly"",""Suitable for events"",Washer,Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}";$799.00;;;1;$0.00;5;4;100.0;10.0;10.0;10.0;10.0;10.0;9.0;f;f;moderate;9;2019
968;;;f;1.0;f;Copacabana;Apartment;Entire home/apt;4;1.5;2.0;2.0;"{""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",Washer,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}";$499.00;$500.00;$180.00;1;$0.00;3;3;90.0;8.0;10.0;10.0;10.0;10.0;9.0;f;f;moderate;9;2019
969;within a day;50%;f;1.0;f;Barra da Tijuca;House;Entire home/apt;12;8.0;6.0;14.0;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",""Hot tub"",""Indoor fireplace"",""Family/kid friendly"",Washer,Dryer,""Laptop friendly workspace""}";$4,500.00;$10,000.00;$500.00;1;$0.00;7;0;;;;;;;;f;f;strict;9;2019
970;within a day;67%;f;3.0;f;Copacabana;Loft;Entire home/apt;4;;1.0;1.0;"{TV,Wifi,Kitchen,Essentials,""Self check-in"",""Front desk/doorperson"",""Hot water""}";$191.00;;;1;$0.00;4;4;80.0;9.0;10.0;9.0;9.0;10.0;8.0;f;f;flexible;9;2019
971;;;f;4.0;t;Urca;Bed and breakfast;Shared room;16;3.0;1.0;16.0;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Pool,Kitchen,""Smoking allowed"",""Pets allowed"",Breakfast,""Pets live on this property"",Dog(s),""Family/kid friendly"",Washer}";$109.00;;;1;$0.00;4;1;97.0;10.0;10.0;10.0;10.0;8.0;10.0;f;f;flexible;9;2019
972;within a day;67%;f;1.0;f;Ipanema;Apartment;Private room;1;2.0;1.0;1.0;"{Internet,Wifi,Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",Washer,Essentials}";$109.00;$350.00;$0.00;1;$0.00;3;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict;9;2019
973;within a few hours;75%;f;4.0;f;Centro;Apartment;Entire home/apt;4;1.0;1.0;4.0;"{TV,""Air conditioning"",Kitchen,""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",Washer,Essentials,Hangers,Iron,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}";$110.00;$500.00;$120.00;1;$50.00;3;5;92.0;10.0;9.0;10.0;10.0;9.0;9.0;f;f;strict;9;2019
974;within a day;100%;f;1.0;f;Alto da Boa Vista;Treehouse;Private room;2;1.0;1.0;1.0;"{TV,Wifi,Pool,Kitchen,""Free parking on premises"",""Pets live on this property"",Dog(s),Cat(s),""Family/kid friendly"",""Suitable for events"",Washer}";$512.00;$1,537.00;$137.00;1;$0.00;1;0;;;;;;;;t;f;strict;9;2019
975;within an hour;100%;f;21.0;t;Ipanema;Guest suite;Private room;2;1.0;1.0;1.0;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Gym,Elevator,""Buzzer/wireless intercom"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self check-in"",""Smart lock"",""Private entrance"",""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Step-free access"",""Wide doorway"",""Well-lit path to entrance"",""Step-free access"",""Step-free access"",""Step-free access"",""Paid parking on premises""}";$130.00;$0.00;$100.00;2;$0.00;2;10;94.0;9.0;9.0;10.0;10.0;9.0;9.0;t;f;strict;9;2019
976;within a few hours;100%;f;2.0;t;Glória;House;Entire home/apt;3;1.0;1.0;2.0;"{""Cable TV"",Wifi,Kitchen,""Buzzer/wireless intercom"",""Family/kid friendly"",""Suitable for events"",Washer,""Smoke detector"",Essentials,Shampoo}";$116.00;$350.00;$120.00;2;$50.00;7;15;84.0;9.0;8.0;8.0;8.0;9.0;8.0;f;f;strict;9;2019
977;within a few hours;90%;f;3.0;f;Ipanema;Apartment;Private room;2;1.0;1.0;1.0;"{TV,""Cable TV"",Internet,Wifi,Kitchen,Doorman,Breakfast,""Pets live on this property"",Cat(s),Elevator,""Buzzer/wireless intercom"",""Suitable for events"",Washer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}";$120.00;;$50.00;1;$120.00;2;34;94.0;9.0;9.0;10.0;10.0;10.0;9.0;f;f;strict;9;2019
978;within a few hours;90%;f;3.0;f;Ipanema;Apartment;Private room;1;1.0;1.0;1.0;"{TV,""Cable TV"",Internet,Wifi,Kitchen,Doorman,Breakfast,""Pets live on this property"",Cat(s),Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",""Hair dryer"",""Laptop friendly workspace"",""Host greets you""}";$86.00;;$50.00;1;$0.00;2;48;75.0;7.0;8.0;9.0;9.0;10.0;8.0;f;f;strict;9;2019
979;within a few hours;100%;f;2.0;f;Copacabana;Apartment;Entire home/apt;2;1.0;1.0;1.0;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,Washer,Dryer,Essentials,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}";$120.00;$350.00;$175.00;2;$45.00;5;64;91.0;9.0;9.0;10.0;10.0;9.0;9.0;t;f;moderate;9;2019
980;within an hour;100%;t;2.0;t;Ipanema;Apartment;Entire home/apt;11;2.0;3.0;8.0;"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Elevator,""Free street parking"",""Family/kid friendly"",Washer,""First aid kit"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed"",""Wide hallway clearance"",""Wide doorway"",""Well-lit path to entrance"",""Step-free access"",""Wide clearance to bed"",""Accessible-height bed"",""Paid parking on premises""}";$229.00;$1,161.00;$328.00;1;$41.00;2;107;94.0;9.0;10.0;10.0;10.0;10.0;9.0;t;f;strict;9;2019
